company_name,crawled_date,employment_type,job_duties,job_id,job_requirements,job_title,job_url,location,posted_date,region
"Газпром информ, ООО",2018-12-22 11:50:25.240610,Постоянная работа,"1. Участие со стороны Заказчика в проектах сопровождения и развития систем самообслуживания на базе SAP HCM ESS&MSS;
2. Участие в проекте сопровождения и развития системы отбора и найма на базе SAP E-Recruiting;
3. Выполнение настройки SAP NetWeaver Portal;
4. Взаимодействие с методологами и пользователями системы для уточнения функциональных требований;
5. Постановка задач для разработчиков приложений WebDynPro ABAP;
6. Разработка и поддержка проектной документации (Функциональные требования, проектные решения,  технические задания, операционные и технологические инструкции, сценарии тестирования).",2274,"1. Высшее техническое или экономическое образование;
2. Знание функциональности SAP и опыт работы c модулями SAP HCM;
3. Опыт работы по настройке SAP NetWeaver Portal (не менее одного проекта полного цикла);
4. Опыт настройки стандартных приложений SAP для сервисов самообслуживания (WDA);
5. Крайне желателен опыт работы с SAP HCM и SAP E-Recruiting;
6. Приветствуется знание ABAP и опыт разработки приложений WebDynPro ABAP;
7. Приветствуется опыт работы с SAP UI5;
8. Опыт реализации и завершения проектов в качестве консультанта по настройке Портальных решений.",Консультант SAP NetWeaver Portal,https://www.gazpromvacancy.ru/job/konsultant-sap-netweaver-portal/,г. Москва,2017-08-25 00:00:00,Москва
"Газпром информ, ООО",2018-12-22 11:50:25.245598,Постоянная работа,"1. Участие со стороны Заказчика в проектах тиражирования шаблонного решения SAP HCM (функциональность PY) для  дочерних обществах ПАО «Газпром» в качестве архитектора и методолога по расчету заработной платы и формированию бухгалтерской отчетности;
2. Настройка и тестирование модуля  HCM, контроль работы подрядных организаций  в ходе проекта тиражирования;
3. Выполнение работ по устранению замечаний, выявленных в ходе опытной  эксплуатации в соответствии с утвержденными регламентами;
4. Выполнение доработок шаблонного решения (PY)  в соответствии с дополнительными функциональными требованиями;
5. Разработка и поддержка проектной документации (Функциональные требования, проектные решения PY,  технические задания, операционные и технологические инструкции, сценарии тестирования);
6. Поддержка пользователей и сопровождение системы SAP в ПАО «Газпром» и дочерних обществах ПАО «Газпром» (управление процессами поддержки в системе SAP, взаимодействие с ключевыми и конечными пользователями).",2275,"1. Высшее техническое или экономическое образование;
2. Уверенное владение методологиями:
• Расчета заработной платы  и формирования бухгалтерской отчетности;
• Бухгалтерский учет в части формирования проводок по  заработной плате  (желательно);
3. Настройки модулей SAP, владение инструментальными средствами:
• Расчет заработной платы (PY);
• Управление временными данными  (PT);
• Администрирование персонала (PA);
4. Опыт реализации и завершения проектов в качестве консультанта PY.","Консультант SAP HR (PY, PT)",https://www.gazpromvacancy.ru/job/konsultant-sap-hr-py-pt/,г. Москва,2017-08-25 00:00:00,Москва
"Газпром информ, ООО",2018-12-22 11:50:25.250589,Постоянная работа,"1. Участие в сопровождении и развитии систем на базе SAP BI на стадиях: разработка, опытная и промышленная эксплуатация;
2. Написание и контроль документации;
3. Поддержка пользователей;
4. Расширение стандартных экстракторов, изменение существующей модели данных в BW;
5. Загрузка данных в хранилище данных, исправление ошибок в процессе загрузки данных.",2276,"1. Высшее техническое образование;
2. Создание моделей данных, экстракция, ETL;
3. Реализация приложений планирования с использованием различных средств BI-IP;
4. Программирование на ABAP/4 для BW;
5. Моделирование SAP BW;
6. Опыт разработки сложных Bex-отчетов и рабочих книг в Excel;
7. BI-IP: реализация FOX, ABAP-функций, отношений признаков, срезов данных.",Консультант SAP BI-BW,https://www.gazpromvacancy.ru/job/konsultant-sap-bi-bw/,г. Москва,2017-08-25 00:00:00,Москва
"ОКДЦ, Поликлиника №3",2018-12-22 11:50:25.255095,Постоянная работа,Ведение амбулаторно-поликлинического приема пациентов.,2301,"Высшее профессиональное образование по одной из специальностей: ""Лечебное дело"", ""Педиатрия"";
Послевузовское профессиональное образование (интернатура и/или ординатура) по специальности ""Терапия"" или профессиональная переподготовка при наличии послевузовского профессионального образования по специальности ""Общая врачебная практика (семейная медицина)"";
Сертификат специалиста по специальности ""Терапия"".",Врач-терапевт участковый,https://www.gazpromvacancy.ru/job/vrach-terapevt-uchastkovyi/,г. Санкт-Петербург,2017-10-17 00:00:00,Санкт-Петербург
"ОКДЦ, Поликлиника №3",2018-12-22 11:50:25.258996,Постоянная работа,Проведение диагностических исследований пациентам.,2302,"Высшее профессиональное образование по одной из специальностей ""Лечебное дело"", ""Педиатрия"";
Послевузовское профессиональное образование по специальности ""Функциональная диагностика"";
Сертификат специалиста по специальности ""Функциональная диагностика"";
Владение эхокардиографической диагностикой.",Врач функциональной диагностики,https://www.gazpromvacancy.ru/job/vrach-funkcionalnoi-diagnostiki/,г. Санкт-Петербург,2017-10-17 00:00:00,Санкт-Петербург
"ОКДЦ, Поликлиника №3",2018-12-22 11:50:25.263042,Постоянная работа,Проведение рентгенодиагностических исследований.,2303,"Высшее профессиональное образование по одной из специальностей: ""Лечебное дело"", ""Педиатрия"";
Послевузовское профессиональное образование (интернатура и / или ординатура) по специальности ""Рентгенология"" или профессиональная переподготовка по специальности ""Рентгенология"";
Наличие сертификата специалиста по специальности ""Рентгенология"".",Врач-рентгенолог кабинета рентгенодиагностики,https://www.gazpromvacancy.ru/job/vrach-rentgenolog-kabineta-rentgenodiagnostiki/,г. Санкт-Петербург,2017-10-17 00:00:00,Санкт-Петербург
"ОКДЦ, Поликлиника №3",2018-12-22 11:50:25.267007,Постоянная работа,Проведение рентгенодиагностических МРТ-исследований.,2304,"Высшее профессиональное образование по одной из специальностей: ""Лечебное дело"", ""Педиатрия"";
Послевузовское профессиональное образование (интернатура и/или ординатура) по специальности ""Рентгенология"" или профессиональная переподготовка по специальности ""Рентгенология"";
Наличие сертификата специалиста по специальности ""Рентгенология"".",Врач-рентгенолог кабинета магнитно-резонансной компьютерной томографии,https://www.gazpromvacancy.ru/job/vrach-rentgenolog-kabineta-magnitno-rezonansnoi-komp/,г. Санкт-Петербург,2017-10-17 00:00:00,Санкт-Петербург
"ОКДЦ, Поликлиника №3",2018-12-22 11:50:25.271543,Постоянная работа,Проведение рентгенодиагностических КТ-исследований.,2305,"Высшее профессиональное образование по одной из специальностей: ""Лечебное дело"", ""Педиатрия"";
Послевузовское профессиональное образование (интернатура и/или ординатура) по специальности ""Рентгенология"" или профессиональная переподготовка по специальности ""Рентгенология"";
Наличие сертификата специалиста по специальности ""Рентгенология"".",Врач-рентгенолог кабинета рентгеновской компьютерной томографии,https://www.gazpromvacancy.ru/job/vrach-rentgenolog-kabineta-rentgenovskoi-kompjuternoi/,г. Санкт-Петербург,2017-10-17 00:00:00,Санкт-Петербург
"ОКДЦ, Поликлиника №3",2018-12-22 11:50:25.275643,Постоянная работа,Обеспечение проведения рентгенодиагностических исследований.,2306,"Среднее профессиональное образование по специальности ""Сестринское дело"", ""Лечебное дело"", ""Акушерское дело"";
Сертификат специалиста по специальности ""Рентгенология"".",Рентгенолаборант отделения лучевой диагностики,https://www.gazpromvacancy.ru/job/rentgenolaborant-otdelenija-luchevoi-diagnostiki/,г. Санкт-Петербург,2017-10-17 00:00:00,Санкт-Петербург
"ОКДЦ, Поликлиника №3",2018-12-22 11:50:25.279492,Постоянная работа,Обеспечение проведения функциональных методов исследований.,2307,"Среднее профессиональное образование по специальности ""Лечебное дело"", ""Акушерское дело"", ""Сестринское дело"";
Сертификат специалиста по специальности ""Функциональная диагностика.",Медицинская сестра кабинета функциональной диагностики,https://www.gazpromvacancy.ru/job/medicinskaja-sestra-kabineta-funkcionalnoi-diagnosti/,г. Санкт-Петербург,2017-10-17 00:00:00,Санкт-Петербург
"ОКДЦ, Поликлиника №3",2018-12-22 11:50:25.283510,Постоянная работа,Обеспечение проведения ультразвуковых методов исследований.,2308,"Среднее профессиональное образование по специальности ""Лечебное дело"", ""Акушерское дело"", ""Сестринское дело"";
Сертификат специалиста по специальности ""сестринское дело"".",Медицинская сестра кабинета ультразвуковой диагностики,https://www.gazpromvacancy.ru/job/medicinskaja-sestra-kabineta-ultrazvukovoi-diagnosti/,г. Санкт-Петербург,2017-10-17 00:00:00,Санкт-Петербург
"Газпром георесурс, ООО",2018-12-22 11:50:25.287401,Постоянная работа,"1. Руководство отделом и организация выполнения работ по геолого-технологическому сопровождению геолого-технологических мероприятий в соответствии с утвержденными руководящими документами, проводимых в рамках геологоразведочных работ и оптимизации разработки месторождений углеводородов;
2. Организация работы по разработке и согласованию информационной и технической документации в области геолого-технологических мероприятий;
3. Организация ведения учета и хранения цифровых данных и результатов работ по геолого-технологическим мероприятиям и информационному сопровождению проведения работ в скважинах, подлинников и копий технологических материалов;
4. Обеспечение сбора, систематизации и хранения сводок, программ, и планов работ по заключенным договорам;
5. Осуществление анализа проведенных работ по геолого-технологическим мероприятиям и информационному сопровождению согласно договорных обязательств.",2315,"1. Высшее техническое образование;
2. Опыт работы не менее 10 лет в нефтегазовой отрасли по направлению КРС, бурение;
3. Знание технологий и оборудования для проведения работ по проведению геолого-технологических мероприятий и строительству скважин;
4. Промысловый опыт проведения геолого-технических мероприятий на скважинах.",Начальник отдела по геолого-техническим мероприятиям,https://www.gazpromvacancy.ru/job/nachalnik-otdela-po-geologo-tekhnicheskim-meroprijatijam/,г. Москва,2017-10-31 00:00:00,Москва
"Газпром георесурс, ООО",2018-12-22 11:50:25.291805,Постоянная работа,"1. Выполнение работ по геолого-технологическому сопровождению геолого-технологических мероприятий в соответствии с утвержденными руководящими документами, проводимых в рамках геологоразведочных работ и оптимизации разработки месторождений углеводородов;
2. Выполнение работ по разработке и согласованию информационной и технической документации в области геолого-технологических мероприятий;
3. Ведение учета и хранения цифровых данных и результатов работ по геолого-технологическим мероприятиям и информационному сопровождению проведения работ в скважинах, подлинников и копий технологических материалов;
4. Выполнение анализа проведенных работ по геолого-технологическим мероприятиям и информационному сопровождению согласно договорных обязательств.",2316,"1. Высшее техническое образование;
2. Опыт работы не менее 5 лет в нефтегазовой отрасли по направлению КРС, бурение;
3. Знание технологий и оборудования для проведения работ по проведению геолого-технологических мероприятий и строительству скважин;
4. Промысловый опыт проведения геолого-технических мероприятий на скважинах.",Главный специалист по геолого-техническим мероприятиям,https://www.gazpromvacancy.ru/job/glavnyi-specialist-po-geologo-tekhnicheskim-meroprijati/,г. Москва,2017-10-31 00:00:00,Москва
"Газпром георесурс, ООО",2018-12-22 11:50:25.296147,Постоянная работа,"1. Организация технической работы бухгалтерии, связанной с бухгалтерским учетом и отчетностью филиала;
2. Контроль состояния первичного бухгалтерского учета имущества и обязательств Филиала, соответствия данных аналитического учета данным синтетического учета;
3. Своевременное осуществление целевых (в соответствии с реестром) платежей с расчетного счета по системе Клиент-Банк;
4. Прием и контроль правильности оформления листков временной нетрудоспособности, справок по уходу за больными и других документов, подтверждающих право на отсутствие работника филиала на рабочем месте;
5. Начисление заработной платы работникам филиала, начисление и перечисление страховых взносов в государственные внебюджетные фонды;
6. Своевременное осуществление подготовки и сдачи периодической (квартальной, годовой) отчетности в государственные внебюджетные фонды и налоговые органы;
7. Участие в работе по расчету налоговой базы по всем видам налогов и сборов по Филиалу.",2317,"1. Образование высшее экономическое и опыт бухгалтерской работы не менее 4 лет.
2. Знание действующего законодательства, положений и инструкций по бухгалтерскому и налоговому учету и отчетности, умение применять их в хозяйственной деятельности Филиала;
3. Организаторские способности, высокие деловые и нравственные качества;
умение пользоваться персональным компьютером и современной оргтехникой различного назначения, умение пользоваться бухгалтерскими программными продуктами.",Бухгалтер,https://www.gazpromvacancy.ru/job/bukhgalter/,г. Москва,2017-10-31 00:00:00,Москва
"Газпром газобезопасность, ООО",2018-12-22 11:50:25.300527,Постоянная работа,"1. Участие в ликвидации газонефтеводопроявлений, открытых газовых и нефтяных фонтанов, аварий и инцидентов на объектах нефтегазовой отрасли;
2. Выполнение газоопасных работ в процессе строительства, эксплуатации и капитального ремонта скважин;
3. Изучение аппаратуры и оборудования, применяемых в военизированной части;
4. Участие в отработке, испытании и техническом обслуживании комплектов аварийного запаса специального оборудования, приспособлений, средств защиты, связи, приборов, газоспасательной и газозащитной аппаратуры, материалов, специальной техники и автотранспорта, необходимых для проведения аварийных и спасательных работ.",2318,"1. Образование среднее, среднее профессиональное;
2. Опыт работы бурильщиком, помощником бурильщика, слесарем бурового оборудования, оператором по добыче нефти и газа;
3. Возраст от 20 лет, отсутствие медицинских противопоказаний к работе в аппаратах дыхательных изолирующего типа.",Респираторщик,https://www.gazpromvacancy.ru/job/respiratorshchik/,станица Смоленская,2017-10-31 00:00:00,Краснодарский край
"Газпром газобезопасность, ООО",2018-12-22 11:50:25.305448,Постоянная работа,"1. Участие в ликвидации газонефтеводопроявлений, открытых газовых и нефтяных фонтанов, аварий и инцидентов на объектах нефтегазовой отрасли;
2. Выполнение газоопасных работ в процессе строительства, эксплуатации и капитального ремонта скважин;
3. Изучение аппаратуры и оборудования, применяемых в военизированной части;
4. Участие в отработке, испытании и техническом обслуживании комплектов аварийного запаса специального оборудования, приспособлений, средств защиты, связи, приборов, газоспасательной и газозащитной аппаратуры, материалов, специальной техники и автотранспорта, необходимых для проведения аварийных и спасательных работ.",2320,"1. Образование среднее, среднее профессиональное;
2. Опыт работы бурильщиком, помощником бурильщика, слесарем бурового оборудования, оператором по добыче нефти и газа;
3. Возраст от 20 лет, отсутствие медицинских противопоказаний к работе в аппаратах дыхательных изолирующего типа.",Респираторщик,https://www.gazpromvacancy.ru/job/respiratorshchik-1/,г. Щелково,2017-10-31 00:00:00,Московская область
"Газпром газобезопасность, ООО",2018-12-22 11:50:25.309609,Постоянная работа,"1. Проведение профилактической работы по предупреждению возникновения открытых газовых и нефтяных фонтанов на объектах нефтегазовой отрасли;
2. Проверка готовности объектов и обслуживающего персонала к безопасному производству работ, а также к действиям по ликвидации возможных ГНВП;
3. Подготовка анализа состояния противофонтанной безопасности на закреплённых объектах по результатам профилактической работы;
4. Участие в подготовке рабочих и специалистов обслуживаемых обществ по курсу: «Контроль скважины. Управление скважиной при ГНВП» с применением компьютерной тестовой системы и компьютерного тренажера;
5. Систематическая проверка обслуживаемых организаций по вопросам выполнения ими действующих правил по предупреждению открытых фонтанов и аварий в газовзрывоопасных производствах;
6. Проведение инструктажей и практических обучений рабочих и инженерно-технических работников буровых бригад, бригад по добыче газа, испытанию, освоению и капитальному ремонту скважин необходимым приемам и методам предупреждения и ликвидации ГНВП и ОФ;
7. Участие в работе комиссий по расследованию причин возникновения открытых газовых и нефтяных фонтанов;
8. Участие в ликвидации газонефтеводопроявлений, открытых газовых и нефтяных фонтанов, аварий и инцидентов на объектах нефтегазовой отрасли.",2321,"1. Высшее или среднее профессиональное образование;
2. Знание технологии выполнения работ по строительству и ремонту скважин, Правил безопасности в нефтяной и газовой промышленности, ЕСУОТ;
3. Опыт работы начальником бурения, буровым мастером, инженером-технологом по бурению.",Районный инженер,https://www.gazpromvacancy.ru/job/raionnyi-inzhener/,станица Смоленская,2017-10-31 00:00:00,Краснодарский край
"Газпром добыча шельф Южно-Сахалинск, ООО",2018-12-22 11:50:25.313928,Постоянная работа,"1. Планирование и контроль текущей деятельности трудового коллектива Отдела;
2. Анализ параметров технологических процессов добычи, сбора, подготовки и транспорта газа, газового конденсата и нефти на морских добычных и береговых технологических комплексах, подготовка предложений для принятия управленческих решений;
3. Решение задач текущего планирования, на основании постоянно действующих геолого-технологических моделей с помощью геотехнического мониторинга;
4. Построение технологических моделей подводно-добычного комплекса и берегового технологического комплекса, рассчет режимов работ подземного, подводного и берегового оборудования и трубопроводов, режимов работы скважин.",2538,"1. Высшее образование по специальности ""Разработка и эксплуатация газовых и газоконденсатных месторождений"", ""Моделирование физико-технологических процессов разработки месторождений"";
2. Стаж работы по специальности от 5 лет;
3. Знание компьютерных программ: Schlumberger - Petrel, Eclipse, OLGA, Pipesim;
4. Готовность к переезду в г. Южно-Сахалинск (жилье не предоставляется).","Заместитель начальника отдела мониторинга технологических процессов добычи, сбора, подготовки газа и газового конденсата",https://www.gazpromvacancy.ru/job/zamestitel-nachalnika-otdela-monitoringa-tekhnologich/,г. Южно-Сахалинск,2018-09-10 00:00:00,Сахалинская область
"Газпром газнадзор, ООО",2018-12-22 11:50:25.318356,Постоянная работа,1. Обобщение отчетных данных;,2504,1. Высшее (техническое) образование по специальности:,Ведущий инженер отдела по контролю за проведением технической диагностики и электохимзащиты,https://www.gazpromvacancy.ru/job/vedushchii-inzhener-otdela-po-kontrolju-za-provedeniem-tekh/,г. Москва,2018-08-07 00:00:00,Москва
"Газпром георесурс, ООО",2018-12-22 11:50:25.322070,Временная работа,"1. Руководство всей текущей производственно-хозяйственной деятельностью сейсмоотряда сейсморазведочной партии;
2. Обеспечение полного и своевременного выполнения работ по регистрации сейсмического сигнала и сопутствующих видов работ в полном соответствии с утверждённым техническим проектом (заданием);
3. Обеспечение подготовки к полевым работам геофизической аппаратуры и оборудования, сооружений, техники, механизмов, ограждений, средств измерений, сигнальных устройств, используемых в сейсмоотряде;
4. Осуществление проверки и приемки подготовленных топоотрядом профилей, ледовых дорог, переправ, переездов с целью безопасного проведения работ бригадами сейсмоотряда и прохождения техники, с оформлением соответствующих актов.",2469,"1. Высшее или среднее профессиональное (техническое) образование;
2. Стаж работы на должности геофизика 1 категории при высшем образовании – не менее 3 лет, при среднем – не менее 5 лет.","Начальник сейсмоотряда ПФ ""Костромагеофизика""",https://www.gazpromvacancy.ru/job/nachalnik-seismootrjada-pf-kostromageofizika/,г. Кострома,2018-06-18 00:00:00,Костромская область
"Газпром газнадзор, ООО",2018-12-22 11:50:25.344166,Постоянная работа,"1. Разработка и проведение мероприятий по предупреждению ДТП, контроль их выполнения;",2505,1. Высшее (техническое) образование;,Ведущий инженер по безопасности движения,https://www.gazpromvacancy.ru/job/vedushchii-inzhener-po-bezopasnosti-dvizhenija/,г. Москва,2018-08-07 00:00:00,Москва
"Газпром энерго, ООО",2018-12-22 11:50:25.348170,Вахтовый метод,"1. Разборка, капитальный ремонт, сборка, установка и центровка высоковольтных электрических машин и электроаппаратов различных типов и систем с напряжением до 15 кВ;
2. Наладка схем и устранение дефектов в сложных устройствах средств защиты и приборах автоматики и телемеханики;
3. Обслуживание силовых и осветительных установок с особо сложными схемами включения электрооборудования и схем машин и агрегатов, связанных в поточную линию, а также оборудования с автоматическим регулированием технологического процесса;
4. Монтаж и ремонт кабельных сетей напряжением свыше 35 кВ, с монтажом вводных устройств и соединительных муфт;
5. Ремонт, монтаж, установка и наладка ртутных выпрямителей и высокочастотных установок мощностью свыше 1000 кВт;
6. Монтаж, ремонт, наладка и обслуживание устройств автоматического регулирования режимов работы доменных, сталеплавильных печей, прокатных станов, блокировочных, сигнализационных, управляющих устройств туннельных печей, систем диспетчерского автоматизированного управления, поточно-транспортных технологических линий, сварочного оборудования с электронными схемами управления, агрегатов электрооборудования и станков с системами электромашинного управления, с обратными связями по току и напряжению;
7. Ремонт сложного электрооборудования сушильных и вакуумных печей, уникальных автоматов максимального тока и автоматических лент;
8. Балансировка роторов электрических машин, выявление и устранение вибрации.",2506,"1. Лица не моложе 18 лет, прошедшие медицинское освидетельствование, обучение, аттестованные и имеющие удостоверение на право работы по данной профессии;
2. Знания основ телемеханики, устройства и электрических схем различных электрических машин, электроаппаратов, электроприборов измерения и автоматического регулирования;
3. Общие знания о назначении и основных требованиях к максимальной токовой защите, о методах проведения испытания электрооборудования и кабельных сетей;
4. Знание правил техники безопасности в объеме квалификационной группы IV.",Электромонтер по ремонту и обслуживанию электрооборудования 5 разряд,https://www.gazpromvacancy.ru/job/ehlektromonter-po-remontu-i-obsluzhivaniju-ehlektrooboru-3/,г. Новый Уренгой,2018-08-07 00:00:00,Ямало-Ненецкий автономный округ
"Газпром энерго, ООО",2018-12-22 11:50:25.353360,Вахтовый метод,"1. Газовая сварка (наплавка) сложных и ответственных конструкций (оборудования, изделий, узлов, трубопроводов, деталей) из различных материалов (сталей, чугуна, цветных металлов и сплавов), предназначенных для работы под давлением, под статическими, динамическими и вибрационными нагрузками:",2507,"1. Профессиональное обучение по программам профессиональной подготовки, переподготовки, повышения квалификации по сварочным работам;
2. Не менее 6 месяцев работ по второму квалификационному уровню по профессиям: газосварщик, сварщик термитной сварки, сварщик ручной дуговой сварки плавящимся покрытым электродом, сварщик частично механизированной сварки плавлением, сварщик ручной дуговой сварки неплавящимся электродом в защитном газе, сварщик полимерных материалов.",Электрогазосварщик участка водоснабжения и канализации,https://www.gazpromvacancy.ru/job/ehlektrogazosvarshchik-uchastka-vodosnabzhenija-i-kanalizac/,г. Новый Уренгой,2018-08-07 00:00:00,Ямало-Ненецкий автономный округ
"Газпром энерго, ООО",2018-12-22 11:50:25.357428,Вахтовый метод,"1. Выполнение работ по ремонту водопроводных сетей, конопатке, заливке свинцом и различными заменителями раструбов труб диаметром свыше 900 мм;
2. Присоединение под давлением труб всех диаметров с подготовкой и шабровкой крупных поверхностей седелок к действующим трубопроводам;
3. Хлорирование магистралей и сетей хлорной известью, жидким или газообразным хлором в городских условиях;
4. Сброс хлорной воды после хлорирования;
5. Производство аварийного ремонта или наливки сальниковых компенсаторов на трубопроводах под напором без выключения сети;
6. Закрывание и открывание больших задвижек на магистралях и водоводах автоприводом, пневмоприводом и электроприводом;
7. Установка, регулирование и ремонт механических приводов;
8. Прочистка канализационной сети, дюкеров, каналов и коллекторов круглого, яйцевидного, шатрового и других сечений на глубине свыше 12 м гидравлическим способом;
9. Подготовка троса и лебедок грузоподъемностью до 2 т;
10. Подготовка деревянных и металлических цилиндров заданного удельного веса;
11. Удаление засоров в канализационной сети и коллекторах при помощи различных штанг с шаровыми и ершовыми якорями;
12. Производство ремонта действующей канализационной сети с использованием средств водопонижения и передвижных кранов;
13. Склеивание и сборка пластмассовых труб.",2508,"1. Знания устройства и принципа работы аппаратуры для врезок под давлением;
2. Знание режима работы сети участка, правил и способов хлорирования трубопроводов в городских условиях, безопасных способов сбрасывания воды после хлорирования трубопроводов;
3. Знание устройства и особенностей работы дюкеров, сальниковых компенсаторов на трубопроводах различных диаметров, способов промывки трубопроводов.",Слесарь аварийно-восстановительных работ 5 разряда,https://www.gazpromvacancy.ru/job/slesar-avariino-vosstanovitelnykh-rabot-5-razrjada/,г. Новый Уренгой,2018-08-07 00:00:00,Ямало-Ненецкий автономный округ
